ORF	WT	Opt
NCU06095	57.6	57.6
NCU06096	0.3	0
NCU06098	0.2	0.2
NCU06099	92.9	82.5
NCU06101	191.5	288.6
NCU06102	30	41.9
NCU06103	15.1	15.8
NCU06104	33.8	45.2
NCU06105	66.5	63.8
NCU06106	0	0
NCU06107	89.6	109.5
NCU06108	88.6	54
NCU06109	0.1	0
NCU06110	65019.6	38613.9
NCU06111	38.4	49.4
NCU06112	62.7	48.4
NCU06113	35.7	51
NCU06114	7.7	7.3
NCU06116	6.7	12.6
NCU06117	27.4	78.2
NCU06118	19.8	18.9
NCU06119	0	0
NCU06120	30	75.9
NCU06121	0	0
NCU06122	73.8	64.7
NCU06123	85.5	69.8
NCU06124	0	0
NCU06125	43.6	36.2
NCU06126	0	0
NCU06127	0	0.2
NCU06128	1.7	4.7
NCU06129	1.4	1
NCU06130	40.1	40
NCU06131	52.9	17.9
NCU06132	327.4	68.2
NCU06133	0	0.2
NCU06134	0	0
NCU06135	15.4	26.1
NCU06136	0	0
NCU06137	3.4	25.2
NCU06138	0.1	0.2
NCU06139	0	0
NCU06140	16.5	104.5
NCU06141	11.8	16.7
NCU06142	35	121.8
NCU06143	0	0.1
NCU06144	7.5	7.2
NCU06145	66.5	118
NCU06146	1.8	3.3
NCU06147	0	0
NCU06148	0	0.1
NCU06149	134.9	71.6
NCU06150	8.4	7.7
NCU06152	0.5	0.6
NCU06153	2.3	5.6
NCU06154	0.6	0
NCU06155	3.9	1.3
NCU06156	0.3	0
NCU06157	0.3	0
NCU06159	0.1	0.4
NCU06160	0	0.5
NCU06161	0	0
NCU06163	0.2	0.2
NCU06164	0.1	0
NCU06165	0	0
NCU06166	8.9	10.4
NCU06167	3.9	2
NCU06168	13	17.4
NCU06169	0	0
NCU06170	1.6	6.4
NCU06171	79.2	86.3
NCU06173	10.9	9.9
NCU06174	20.6	26.1
NCU06175	16.6	30.6
NCU06176	22.9	15
NCU06177	33.9	22.1
NCU06179	52.7	39.8
NCU06180	4.3	6.7
NCU06181	19.9	13.4
NCU06182	30.8	25.7
NCU06183	23.3	20.1
NCU06185	235.2	645.5
NCU06186	1.4	1.1
NCU06187	630.1	374.2
NCU06189	91.9	90.5
NCU06190	7.2	5.6
NCU06191	38.3	35.2
NCU06192	17.6	17.5
NCU06193	12.7	8.5
NCU06194	63.7	33.8
NCU06196	3.4	4.8
NCU06197	0	0
NCU06198	101.6	73.4
NCU06199	95.3	73.3
NCU06200	180.3	190.5
NCU06201	148.9	149.1
NCU06202	37.6	29
NCU06203	67.2	127.6
NCU06204	3	6.8
NCU06205	207.6	181.6
NCU06206	1.7	11.8
NCU06207	180.9	487.4
NCU06209	10.4	26.3
NCU06210	955.9	924.3
NCU06211	579	506
NCU06212	20.6	39.5
NCU06213	16.9	13.7
NCU06214	92.5	136.1
NCU06215	8.1	7.6
NCU06216	24.3	26.8
NCU06217	27.1	38.7
NCU06218	9.6	10.2
NCU06220	70.9	71.9
NCU06221	0	0.2
NCU06222	5.7	4.7
NCU06223	17.9	16.1
NCU06224	112.2	145.7
NCU06226	816.7	622.3
NCU06227	4.1	5.2
NCU06228	58.5	82.2
NCU06229	0	0
NCU06230	79.2	120.3
NCU06231	28.5	28.5
NCU06232	503.8	274.3
NCU06233	18.9	10.7
NCU06234	0.4	0
NCU06235	3.3	10.5
NCU06236	0	0.2
NCU06237	33	40
NCU06238	29.8	21.1
NCU06239	13.2	13
NCU06240	100.3	85.7
NCU06242	93.8	92.9
NCU06243	21.5	31.6
NCU06244	174.8	182.5
NCU06245	7.4	16.8
NCU06246	33.8	31.2
NCU06247	336.2	284.5
NCU06248	13.4	8.5
NCU06249	35	26.4
NCU06250	5.2	6.2
NCU06251	435.6	255.4
NCU06252	51.3	72.7
NCU06253	14	14.7
NCU06254	12.3	32.7
NCU06255	15.9	21
NCU06256	6.1	8.6
NCU06257	10.6	14.8
NCU06258	37.7	32
NCU06259	69.5	74.1
NCU06260	27.9	30.7
NCU06261	119.2	93.8
NCU06262	8.3	8.4
NCU06263	0	0
NCU06264	5.7	5.9
NCU06265	208.5	61.8
NCU06266	15.7	16.5
NCU06267	7.5	10.8
NCU06268	26.7	28.4
NCU06269	43.7	42.4
NCU06270	96.5	86.5
NCU06271	6.1	5
NCU06272	25.4	30.3
NCU06273	7.3	8.3
NCU06275	66.7	47.5
NCU06276	5.4	4.2
NCU06277	66.8	84
NCU06278	35.4	32.6
NCU06279	229.1	129.4
NCU06281	6.2	4.9
NCU06282	11.9	28.3
NCU06283	7.5	5.3
NCU06284	82.2	65.8
NCU06285	18.4	23
NCU06286	0	0
NCU06287	0	0.3
NCU06288	0	0
NCU06289	0	0.2
NCU06290	123	89.4
NCU06293	0	0
NCU06294	12	46.5
NCU06296	20.9	10.4
NCU06298	0	0
NCU06299	0	0
NCU06300	163.7	106
NCU06301	464	327.1
NCU06302	0.2	0
NCU06303	18.4	34.1
NCU06304	0.7	0.4
NCU06305	183	58.7
NCU06306	13.4	13.9
NCU06307	185.6	174.2
NCU06308	40.6	25.3
NCU06309	30.1	26.2
NCU06310	48.3	75.6
NCU06311	106.1	183.2
NCU06312	0.4	0.6
NCU06313	0	0.3
NCU06314	15.4	18.2
NCU06315	48	97.4
NCU06316	0.6	1
NCU06317	91.3	66.9
NCU06318	23	23.4
NCU06319	0	0.1
NCU06320	2.5	3.4
NCU06321	0	0
NCU06322	73.3	14.9
NCU06324	2.2	1.7
NCU06325	0	0
NCU06326	14.6	4.1
NCU06327	334.4	230.9
NCU06328	11.2	12.5
NCU06329	0	0
NCU06330	15.7	30.1
NCU06331	30	65.9
NCU06332	19.1	72.4
NCU06333	109.3	100.1
NCU06334	2	13.3
NCU06335	0	0
NCU06336	23.2	18.3
NCU06337	3.3	5.6
NCU06338	57.4	41.7
NCU06339	0	0.2
NCU06340	14.2	24.3
NCU06341	7.2	4.2
NCU06342	87.5	104.3
NCU06343	3.1	6.6
NCU06344	122.2	93.7
NCU06345	2.8	2
NCU06346	1489.3	1659.1
NCU06347	60.1	133.8
NCU06348	113.8	214.4
NCU06349	74.1	52
NCU06350	0	0.5
NCU06351	7.8	6.8
NCU06352	5.4	3.5
NCU06353	25.5	24.6
NCU06354	114.8	98.1
NCU06355	83.6	73
NCU06358	1.2	2.4
NCU06359	1.1	0.6
NCU06360	104.8	161.8
NCU06361	287.1	247.9
NCU06362	26.3	38.5
NCU06363	21.9	17.4
NCU06364	28.8	4.4
NCU06365	6.2	6.3
NCU06366	45.8	32.3
NCU06367	76.1	81.3
NCU06368	4	6.6
NCU06369	24.3	42.3
NCU06370	78	206.2
NCU06371	17.7	12.5
NCU06372	93.8	90.1
NCU06373	0.4	0.1
NCU06374	28.3	32.3
NCU06375	18.8	78.4
NCU06376	5.3	6.3
NCU06380	45.4	57
NCU06381	0	0
NCU06382	35.1	22.3
NCU06383	3.9	3.8
NCU06384	0.2	0.1
NCU06385	6.1	8.4
NCU06386	11.6	12.5
NCU06387	10.5	5.5
NCU06389	26.2	19.7
NCU06390	21.3	17.5
NCU06391	9.2	7
NCU06393	14.7	13
NCU06394	47	39.4
NCU06395	23.7	22.3
NCU06396	24.6	26.7
NCU06397	393.3	500.9
NCU06398	2.1	2.4
NCU06399	17	21.4
NCU06400	0.3	1.9
NCU06401	10	4.4
NCU06402	772.7	1282.4
NCU06403	56.5	48.5
NCU06404	162.2	158.1
NCU06405	16.8	27.8
NCU06406	5.8	2.9
NCU06407	14	15.2
NCU06409	24.3	20.4
NCU06410	108.6	115.2
NCU06411	19.6	15.4
NCU06412	0.1	0
NCU06413	2.3	0.2
NCU06414	16.2	20.9
NCU06415	7.4	10
NCU06416	223.3	289.6
NCU06417	126.4	199.7
NCU06418	12	12.7
NCU06419	191.1	140.8
NCU06420	153.1	0.6
NCU06421	0.2	0
NCU06422	0.4	1.4
NCU06423	0	0
NCU06424	22.8	28.5
NCU06425	21.9	35.5
NCU06426	0	0
NCU06427	0	0
NCU06428	21.3	13
NCU06429	46	40.5
NCU06430	44.8	45.4
NCU06431	1274.3	882.5
NCU06432	1592.1	1285.1
NCU06433	44.3	46.4
NCU06434	0.2	0
NCU06435	16.3	30.3
NCU06436	53.9	49.8
NCU06437	6.2	9.2
NCU06438	27.8	18.4
NCU06439	62.9	65.7
NCU06440	268.9	398.1
NCU06441	210.7	99.6
NCU06443	0.3	2.6
NCU06444	11	9.6
NCU06445	10	12
NCU06446	52.7	29.6
NCU06447	85.9	87.7
NCU06448	280.3	338.6
NCU06449	9.2	9.1
NCU06450	71.1	98.3
NCU06451	61.2	66.5
NCU06452	185.2	159.1
NCU06453	8.6	8.6
NCU06454	95.6	84
NCU06455	0	0
NCU06457	268.3	175.6
NCU06459	83.9	102.4
NCU06460	49.4	28.7
NCU06461	10.6	9.3
NCU06462	10	11.9
NCU06463	5.4	14.3
NCU06464	887.7	684.7
NCU06465	110	202.1
NCU06467	5.6	22.2
NCU06468	8.5	8.5
NCU06469	82.9	123.5
NCU06470	12.5	17.2
NCU06471	96.1	128.5
NCU06472	52.3	47.3
NCU06473	33.9	23.6
NCU06474	0	0
NCU06475	0	0
NCU06476	0	0
NCU06478	8.1	7.9
NCU06479	0	0
NCU06480	0	0
NCU06481	27.8	29
NCU06482	843.5	569.3
NCU06483	44.3	45.7
NCU06484	16.4	12.7
NCU06485	56.6	53.3
NCU06486	0	0
NCU06487	15.2	11.8
NCU06488	62.2	61
NCU06489	13.4	17.1
NCU06490	24.6	35.4
NCU06491	13	14.6
NCU06493	204.8	194.5
NCU06495	205.3	119.6
NCU06496	8.7	8
NCU06497	40.1	51.2
NCU06498	40.1	72.2
NCU06499	3.7	4.6
NCU06500	45.3	45.2
NCU06503	68.1	73.9
NCU06504	0	0.2
NCU06505	0	0
NCU06506	110.6	29
NCU06507	0	0
NCU06508	20.9	14.9
NCU06509	16.9	55
NCU06511	19.9	15.4
NCU06512	5446.7	4417.9
NCU06513	5.8	10.5
NCU06514	0.1	0
NCU06515	26.9	44
NCU06516	0.1	0
NCU06517	0	0
NCU06518	15.1	23.2
NCU06519	0.1	0
NCU06520	12.6	17.1
NCU06521	2.3	2.7
NCU06522	0.1	0.4
NCU06523	0.2	0.3
NCU06524	7	10
NCU06525	1	0.1
NCU06526	0.1	0.1
NCU06529	0	0
NCU06530	86.2	57.8
NCU06531	0.1	0
NCU06532	241.3	285.8
NCU06533	1.8	4.1
NCU06534	52.4	28.6
NCU06536	85.3	113.5
NCU06537	0.4	0.2
NCU06538	5.9	17.7
NCU06539	36.7	60.1
NCU06540	68.5	52.9
NCU06541	167.3	87.4
NCU06542	113.8	61.6
NCU06543	49.8	35.3
NCU06544	120.3	93.9
NCU06546	20.4	19.6
NCU06547	0.1	0.1
NCU06548	0.1	0.1
NCU06549	159.7	209
NCU06550	2600	3920
NCU06551	18.9	17.2
NCU06552	11.3	13.1
NCU06553	5.1	9.5
NCU06554	200.1	161.5
NCU06555	0.3	0.3
NCU06556	590.8	370.2
NCU06557	1.9	0.1
NCU06558	99.8	98.9
NCU06559	1.3	1.1
NCU06560	92.7	151.6
NCU06561	407.7	516.9
NCU06563	12.8	8.7
NCU06565	9.7	8.3
NCU06566	14.5	17
NCU06568	15.1	29.9
NCU06569	32.3	28.1
NCU06570	0	0
NCU06571	0	0
NCU06572	4.5	0.4
NCU06573	0.1	0.3
NCU06574	0.1	0.2
NCU06575	0.1	0.5
NCU06576	45.7	61.6
NCU06577	3.5	2.2
NCU06578	83.1	57.4
NCU06579	10	9.8
NCU06581	0	0
NCU06582	0.4	0.1
NCU06583	0.6	0.4
NCU06584	8.1	5.6
NCU06585	4	4.4
NCU06586	10.9	36.2
NCU06587	62.9	33.7
NCU06588	292.2	170
NCU06589	1	0.3
NCU06590	0	0.3
NCU06591	0	0
NCU06592	14.4	23.4
NCU06593	55.5	59.6
NCU06594	15.2	17.9
NCU06595	10.2	12
NCU06596	16.2	16
NCU06597	178.4	21.4
NCU06598	5.1	5
NCU06599	0	0
NCU06601	28	18
NCU06602	13	18.1
NCU06603	293.6	129.7
NCU06604	0	0
NCU06605	43.1	29.6
NCU06606	533.3	515.3
NCU06607	1.3	19.3
NCU06608	2.1	1.3
NCU06609	33.6	30.4
NCU06610	44.4	24.4
NCU06611	4.5	5.9
NCU06612	0.1	0.2
NCU06613	0.6	0.4
NCU06614	3.8	3
NCU06615	20.3	30.7
NCU06616	11.5	25.6
NCU06617	214	311.8
NCU06618	0.1	0.2
NCU06619	533.6	245
NCU06620	0.5	0
NCU06621	11.7	10.4
NCU06622	61.5	72.1
NCU06623	38.3	39.2
NCU06624	12.1	7.9
NCU06625	2.4	3.7
NCU06626	15.2	11.9
NCU06627	4.7	3
NCU06628	32.7	19.8
NCU06629	0	0.3
NCU06630	267.6	150.7
NCU06631	35.3	32.6
NCU06632	176.5	112.2
NCU06636	13.9	16.5
NCU06637	16.6	22.1
NCU06638	23.4	20.1
NCU06640	0	0
NCU06641	0	0
NCU06643	76.1	137.9
NCU06644	48.5	38.3
NCU06645	4.4	7.2
NCU06646	56.6	44.4
NCU06647	26.6	27.9
NCU06648	25.4	29.9
NCU06649	59.9	48.6
NCU06650	1	2.5
NCU06651	182.1	297.5
NCU06652	448.8	297.2
NCU06653	55	84.8
NCU06654	12.6	23.3
NCU06655	13.4	9.4
NCU06656	38.8	32.9
NCU06657	0	0
NCU06658	18.4	14.2
NCU06659	44.1	56.2
NCU06660	690.6	542.3
NCU06661	1257.8	1269.4
NCU06662	8.9	12.5
NCU06663	23.9	24
NCU06664	55.9	82.3
NCU06666	659.1	619.2
NCU06667	0	0
NCU06668	15.1	15.6
NCU06669	0.1	0
NCU06672	38.6	40.7
NCU06673	13.7	13.5
NCU06674	43.6	38
NCU06675	1.7	10.2
NCU06676	40.5	29.1
NCU06677	52.6	50.5
NCU06678	123	88.9
NCU06679	136.2	86.1
NCU06680	0.1	0.5
NCU06681	6.9	5.3
NCU06682	123.6	56.2
NCU06683	0	0.3
NCU06684	246.9	130.4
NCU06685	10.7	6.8
NCU06686	0	0
NCU06687	538.7	290.4
NCU06688	66.9	77.9
NCU06689	0	0
NCU06690	0	0
NCU06691	77.4	98.8
NCU06693	20.9	22.8
NCU06694	100.2	121.9
NCU06695	423.1	432.5
NCU06696	7.1	6.2
NCU06697	20.2	59
NCU06698	512.9	284.2
NCU06699	114.3	124.9
NCU06700	13.7	20.3
NCU06701	10.6	6.5
NCU06702	578.5	330.5
NCU06703	25.2	14.4
NCU06704	96.4	133.5
NCU06706	19.4	29.6
NCU06707	5.2	5.5
NCU06708	34.1	40.6
NCU06709	4.7	6
NCU06710	45.2	39.3
NCU06711	191.6	424.9
NCU06712	184	284.8
NCU06713	109.7	74.3
NCU06714	4.6	7.5
NCU06715	15.7	14.1
NCU06716	23.5	31.7
NCU06717	175.9	174.9
NCU06718	26.5	26.9
NCU06719	71.1	154.4
NCU06720	21.6	121.5
NCU06721	7.1	8.4
NCU06722	120.1	98.1
NCU06724	1942.7	1600.4
NCU06725	0.3	0.7
NCU06726	58.6	48.6
NCU06727	441.8	399.8
NCU06729	54.8	50.6
NCU06730	0	0
NCU06731	1.3	0.5
NCU06732	72.9	100.4
NCU06733	13.4	11.8
NCU06734	8.1	8.7
NCU06735	5.3	4.6
NCU06737	59.7	64.4
NCU06738	128.6	126.8
NCU06739	31.4	33.2
NCU06740	428.9	410.9
NCU06741	1025	570.9
NCU06742	38.3	62
NCU06743	1395	1017.4
NCU06744	5.6	7.6
NCU06745	6.2	7.1
NCU06746	78.5	66.5
NCU06747	1.6	1
NCU06748	87.3	120.2
NCU06749	74.9	81.4
NCU06750	37.7	82
NCU06751	47	43.8
NCU06752	1.1	1.1
NCU06754	12.2	12.6
NCU06756	16	14.9
NCU06757	2.7	2.6
NCU06758	3.1	6.9
NCU06759	2.2	2.2
NCU06760	74.9	58.5
NCU06761	95.5	112.5
NCU06762	33.6	40.4
NCU06763	16.3	16.7
NCU06764	248.9	296.8
NCU06765	2.7	4.2
NCU06766	2.8	2.2
NCU06767	30.6	36.4
NCU06768	38.9	56
NCU06769	27.4	18
NCU06771	64.1	42.9
NCU06772	1.4	3.4
NCU06773	5.7	10
NCU06774	9.2	11.8
NCU06776	93.9	70.1
NCU06777	42.8	73.7
NCU06778	19.6	10.9
NCU06779	41.6	50.2
NCU06780	21.5	26
NCU06781	154.3	180.1
NCU06782	3.1	5
NCU06783	1202.9	1170.5
NCU06784	0	0
NCU06785	1546.6	1081.1
NCU06786	38.8	80.2
NCU06787	29.7	25
NCU06788	66.5	47.1
NCU06789	6	7.4
NCU06790	186.4	97.8
NCU06791	10.7	12
NCU06792	0.1	0.9
NCU06793	0.1	0.2
NCU06794	0	0
NCU06795	0	0
NCU06797	0	0
NCU06799	21.9	26.7
NCU06801	7.6	17.9
NCU06803	32.7	14.4
NCU06804	0.5	0.4
NCU06806	0.5	0.2
NCU06807	0	0
NCU06808	0	0
NCU06809	3.2	2.8
NCU06810	0	0
NCU06811	0.9	1.7
NCU06812	4.7	5.3
NCU06815	22.7	33.9
NCU06817	3	2.1
NCU06821	41.6	75.7
NCU06822	0.1	0.2
NCU06823	0	1.1
NCU06824	1.2	0.5
NCU06826	1.5	1.3
NCU06832	39	41.6
NCU06833	0.3	0.2
NCU06834	53.7	41.5
NCU06836	952.7	366.6
NCU06837	8.5	14.1
NCU06838	48.7	37.3
NCU06839	46.1	26.9
NCU06840	0	0
NCU06841	0.1	0
NCU06842	101.7	76.3
NCU06843	2391.9	1442.4
NCU06844	86.3	179.3
NCU06845	18.7	29.5
NCU06846	13.7	20.5
NCU06847	29.1	26.8
NCU06849	0	0.6
NCU06850	60.4	35
NCU06851	12.7	12.6
NCU06852	0	0
NCU06853	10.8	13.7
NCU06854	111.4	102.2
NCU06855	24	30.6
NCU06856	43.2	65.8
NCU06857	1.3	1
NCU06859	19	24.2
NCU06860	3.5	3.9
NCU06861	14.4	3.1
NCU06862	14.5	15.4
NCU06863	799.3	828
NCU06864	1.5	4.5
NCU06866	13.9	13.7
NCU06867	0.1	0
NCU06868	50.9	59.4
NCU06869	35.5	30.5
NCU06870	102.2	117
NCU06871	490.6	224.2
NCU06872	0	0
NCU06874	3.1	5.4
NCU06875	130.6	191.4
NCU06876	113.1	125.4
NCU06877	56.4	82.1
NCU06878	5.4	13.9
NCU06879	9.3	11.5
NCU06880	429.2	345.1
NCU06881	80.2	68.4
NCU06882	64.4	70.9
NCU06883	14	10.3
NCU06884	1	0.6
NCU06885	1.1	0
NCU06886	0	0
NCU06887	0	0
NCU06888	0	0
NCU06889	0	0.3
NCU06890	20.9	25.1
NCU06892	1375.5	1105.8
NCU06893	17.4	27
NCU06894	10	9.1
NCU06895	1.4	1.3
NCU06896	0.2	0.4
NCU06897	0	0
NCU06898	0	0
NCU06899	0	0
NCU06901	0	0
NCU06902	0	0
NCU06903	0	0
NCU06904	0	0
NCU06905	0	0.2
NCU06906	0.7	0.6
NCU06907	26.2	33.4
NCU06908	11.1	19.2
NCU06910	299.7	190.2
NCU06911	30.4	119
NCU06912	420.7	787.2
NCU06913	0	0.1
NCU06914	121.2	107.5
NCU06915	98.9	221.9
NCU06916	0.2	0
NCU06917	0	0
NCU06918	11.4	15.4
NCU06919	0.9	6.4
NCU06920	0.2	1.5
NCU06921	32.3	32.8
NCU06922	348.2	163.6
NCU06923	244.6	195.7
NCU06924	57.5	85.8
NCU06926	85.1	63.4
NCU06927	7.4	4.6
NCU06928	13.2	15.7
NCU06929	62	70.4
NCU06930	0.1	0.3
NCU06931	0.2	0.3
NCU06932	4.7	5.2
NCU06933	1.9	1
NCU06934	29.7	55.3
NCU06935	1.6	1.5
NCU06936	1.8	1
NCU06937	0	0
NCU06938	0	0
NCU06939	20	16.3
NCU06940	335.2	633.1
NCU06941	78.2	103.8
NCU06942	61.3	76.4
NCU06943	164.2	208.3
NCU06944	2.1	1.6
NCU06945	90.8	84.8
NCU06946	0.1	0.1
NCU06948	77.9	101.9
NCU06949	13.4	27.4
NCU06950	12.7	12.4
NCU06951	0	0.1
NCU06953	0	0
NCU06954	0.3	0
NCU06955	0	0
NCU06957	3.2	2.3
NCU06958	80.5	67
NCU06959	55.9	50.9
NCU06960	12.1	15.2
NCU06961	0.3	0.1
NCU06963	6.2	1.1
NCU06964	0.1	0
NCU06965	0.3	0
NCU06966	47.6	80.6
NCU06967	0.4	1.5
NCU06968	238.6	113.1
NCU06969	21.2	24.1
NCU06970	90	58.7
NCU06971	0.6	0.5
NCU06973	0	0.1
NCU06974	32.3	62
NCU06975	17	15.4
NCU06976	59.7	44.2
NCU06977	255.1	75.2
NCU06978	13.6	7.2
NCU06979	5.5	11.7
NCU06980	21	20.4
NCU06981	41.1	34.3
NCU06983	84.4	112.3
NCU06984	5.7	6.4
NCU06985	0.7	1
NCU06986	544.8	330.5
NCU06987	13.6	19.5
NCU06988	6	4.1
NCU06989	94.3	211.9
NCU06990	3	2.3
NCU06991	8	3.9
NCU06992	31.7	23.5
NCU06993	14.9	8.3
NCU06994	37.5	47
NCU06995	4.5	3.7
NCU06996	5.1	3.9
NCU06997	146.7	108.8
NCU06998	22.4	25
NCU06999	34.9	29.1
NCU07000	7.3	7.8
NCU07001	83.9	63.6
NCU07002	25.7	17
NCU07003	60.1	71.6
NCU07004	13.4	9
NCU07005	5.2	9.2
NCU07007	2	2.3
NCU07008	42.2	17.5
NCU07009	0.8	0.5
NCU07010	26.5	36.4
NCU07011	38	28.5
NCU07012	63.7	81.7
NCU07013	16.1	20.8
NCU07014	1264.6	1046.5
NCU07015	12.9	13.5
NCU07016	8	25.3
NCU07017	250.3	237
NCU07018	13.6	16.5
NCU07019	48.2	51
NCU07020	76.7	65.7
NCU07021	20.3	20.9
NCU07022	1.8	0.6
NCU07023	26.5	34.4
NCU07024	511	153.4
NCU07027	1253.2	785
NCU07028	0	0
NCU07029	2.7	0.5
NCU07030	0.3	0.1
NCU07031	0	0
NCU07032	3.3	0.8
NCU07033	5.8	0
NCU07034	1.7	0
NCU07035	0.2	0.3
NCU07036	2.1	0.7
NCU07037	1.7	20.6
NCU07038	0	0
NCU07041	48.8	75.5
NCU07042	41.1	55.4
NCU07043	0.1	0
NCU07044	0.2	0.2
NCU07046	6.5	9.8
NCU07047	0	0.2
NCU07048	1.5	0
NCU07049	10.1	1.5
NCU07050	0	0
NCU07051	0	0
NCU07053	4.2	0.4
NCU07054	0	0.1
NCU07055	0	0.1
NCU07057	64	48
NCU07058	21.1	28.1
NCU07059	29.5	32.5
NCU07060	40.1	114.1
NCU07061	66.2	37.7
NCU07062	14.7	20.4
NCU07063	28.3	79.9
NCU07064	55.3	18.3
NCU07065	0.8	0.5
NCU07066	10.1	10.1
NCU07067	2.6	0.9
NCU07068	0.2	0.3
NCU07069	106.1	65
NCU07070	27.2	30.6
NCU07071	35.5	19.8
NCU07072	32.3	29
NCU07073	4.2	7
NCU07074	2	17.2
NCU07075	164.5	63.1
NCU07076	0	0
NCU07077	0	0.1
NCU07078	0.1	0.5
NCU07079	8.5	9.7
NCU07080	0.1	0.6
NCU07081	48.7	20.1
NCU07082	40.2	12.9
NCU07083	15.6	59.5
NCU07084	0	0
NCU07085	0	0
NCU07086	0.1	0.3
NCU07087	0	0
NCU07088	0	0
NCU07089	0.1	0
NCU07090	0	0
NCU07091	0	0
NCU07092	0	2.3
NCU07094	0.1	0.4
NCU07095	0	0.9
NCU07098	11.3	26
NCU07099	0.7	0
NCU07100	25.9	21.8
NCU07101	1	0.6
NCU07102	0.2	0
NCU07103	0	0
NCU07104	0	0
NCU07105	0	0
NCU07106	0	0.5
NCU07107	0.3	0.5
NCU07108	17.9	14.7
NCU07109	0	0
NCU07110	26	39.7
NCU07111	6.2	14.4
NCU07112	283.4	294.8
NCU07113	2	1
NCU07114	0	0.1
NCU07115	0.2	0.4
NCU07116	0	0.4
NCU07117	429.9	324.2
NCU07119	11.1	9.8
NCU07120	198.7	67.2
NCU07121	39.4	31.9
NCU07122	0.5	0
NCU07123	37.1	126
NCU07124	0.1	0.3
NCU07125	15.8	13
NCU07126	32.3	94.3
NCU07127	32.3	46.8
NCU07129	310.6	30.7
NCU07130	0.2	0.3
NCU07132	7	8.2
NCU07133	0.8	6.2
NCU07134	0	0
NCU07135	3.9	5.6
NCU07136	0	0
NCU07138	1	1.5
NCU07139	9.2	8.9
NCU07140	39.2	0.4
NCU07141	37.4	46.2
NCU07142	46.5	4.2
NCU07143	5.2	3.4
NCU07144	0	0.2
NCU07145	0	0.4
NCU07146	0.2	0.1
NCU07147	0.4	0
NCU07148	0	0
NCU07149	0.2	0.1
NCU07150	0.2	0.2
NCU07151	0	0
NCU07152	0	0.3
NCU07153	330	425
NCU07154	0.1	0.9
NCU07155	64	98.7
NCU07156	86.6	106.2
NCU07157	5.6	5.8
NCU07158	22.1	12.9
NCU07159	1.1	142.3
NCU07161	0.6	8.3
NCU07162	0.1	0.4
NCU07163	0	0
NCU07164	0	0
NCU07165	195.1	130.4
NCU07166	42	54.3
NCU07167	137.7	113.9
NCU07168	0.2	0
NCU07169	26.2	18.2
NCU07170	13.1	17
NCU07171	243.8	361.3
NCU07172	10.4	10.1
NCU07173	71.3	139.2
NCU07174	19.5	29.2
NCU07175	22	39.7
NCU07176	0	0
NCU07177	0	0
NCU07178	82.9	94
NCU07180	0.1	0.1
NCU07181	3.4	3.8
NCU07182	1177.7	703.4
NCU07183	0	0
NCU07184	0.5	6.8
NCU07185	0.3	0
NCU07186	0	0
NCU07187	17.8	12.3
NCU07188	26.4	34.1
NCU07190	0	1.4
NCU07191	89.1	67.9
NCU07192	392	674
NCU07193	1.8	1
NCU07194	0.3	0.2
NCU07195	0	0
NCU07196	10	4.4
NCU07197	10.8	15.7
NCU07199	0	0
NCU07200	13.4	446.5
NCU07201	0	0.2
NCU07202	0	0
NCU07203	0.2	0
NCU07204	0.2	0.2
NCU07205	132.1	425.8
NCU07206	1.1	2.1
NCU07207	0.1	0.2
NCU07208	0	1.3
NCU07209	0	0.2
NCU07210	9.4	4
NCU07211	0	0
NCU07212	0	0
NCU07213	0	0
NCU07214	0.1	0
NCU07215	0	0
NCU07216	0	0
NCU07217	0	0.3
NCU07218	0	0
NCU07219	0	0
NCU07221	50.6	28.3
NCU07222	0.9	0.4
NCU07224	1.8	0.5
NCU07225	0	0.2
NCU07226	0	0
NCU07227	0	0
NCU07228	0.3	0.3
NCU07229	0	0
NCU07230	0.4	0.5
NCU07231	0	0
NCU07232	374.9	11
NCU07233	33	53.6
NCU07234	0.2	0
NCU07235	0	0.1
NCU07237	0.3	0.4
NCU07238	120.9	98.5
NCU07239	0	0
NCU07240	177.4	154
NCU07241	1	0.6
NCU07242	9.5	7.6
NCU07243	0	0
NCU07244	0	0.6
NCU07245	0	0
NCU07246	26	22.7
NCU07247	11.3	19.1
NCU07249	0.3	0.3
NCU07250	0	0
NCU07252	0	4.8
NCU07253	69.6	214.2
NCU07254	0	0
NCU07255	6.2	13.4
NCU07257	327.7	1152.4
NCU07258	33	25.9
NCU07259	42.9	44
NCU07260	4.7	4
NCU07261	29.7	42.6
NCU07262	23.8	30.7
NCU07263	30.1	24.7
NCU07264	29.9	56.1
NCU07265	3.4	11.4
NCU07266	38.2	46.9
NCU07267	353.2	80.9
NCU07268	0	0
NCU07269	0.5	0.1
NCU07270	0	0.2
NCU07271	15.3	11.6
NCU07272	1	0
NCU07273	247.7	61.2
NCU07274	0.1	0
NCU07275	1.1	2.1
NCU07276	2.6	4.9
NCU07277	1055.4	579.4
NCU07279	2.8	11.8
NCU07280	227.6	206.6
NCU07281	1140.8	1276.1
NCU07282	317.2	188.6
NCU07283	36.7	48.8
NCU07284	4.3	2.5
NCU07285	1.1	4.1
NCU07286	92	137
NCU07287	2473.8	887.4
NCU07288	2.8	5.7
